Rank,Institution,Type,City,Website,Deposits,Assets,Biz card?,Card link,0% intro,Terms,Underwriter,UW evidence,Apply,Apply link,Bureau (quick),No-doc (quick),ChexSystems,EWS,LexisNexis/SageStream,Other secondary,Live-check note,Sources,Screen date
104,Valley National Bank,Out-of-state bank with CA branches (SOD),Passaic,https://www.valley.com,1697582,64388074,YES,https://www.valley.com/business/commercial-lending/valley-visa-business-credit-card,⭐ 0% intro 6 months purchases+BT (incl Secured card),"⭐ Visa Business + Valley Visa SECURED Business (deposit 110% of limit, max $25K limit); $0 AF; 1% unlimited cash back; up to 25 employee cards free; valley.com pages JS-render only headings - terms via indexed pages + own disclosure PDF",SELF,Disclosure PDF hosted on valley.com (Secured Card disclosure); card managed at cardmanager.valley.com; no Elan portal for business cards,Interest form online then rep contact (no direct online app),https://www.valley.com/business/business-credit-cards,—,—,"Yes — pulls (Crediful 2025-10-07); 2016 DoC DP: online sensitive, in-branch lenient [DOC-LIST + secondary; 2025-10-07] (https://www.doctorofcredit.com/banks-credit-unions-chexsystems-inquiry-sensitive/)",UNKNOWN,UNKNOWN,UNKNOWN,"LIVE-CONFIRMS (0% 6 cyc, $0 AF, 1% cash back, secured 110%/$25K, self-issued business cards); prior APR range 14.45-25.75% not re-verified (JS-blocked)",https://www.valley.com/business/commercial-lending/valley-visa-business-credit-card; https://valley.com/content/dam/valley/pdfs/business-credit-card-rates-and-terms/Secured%20Card%20disclosure-10-01-24-ADA.pdf,2026-06-11
105,FIRST NORTHERN BANK OF DIXON,Bank,Dixon,https://www.thatsmybank.com,1695551,1924057,YES,https://www.thatsmybank.com/business/business-credit-cards.html,⭐ YES,Business Cash Preferred 0% 12 cycles then 17.24-26.24% $0 AF; Business Real Rewards 0% 6 cycles $0 AF,Elan,Live verbatim on bank page + offer index: 'The creditor and issuer of these Cards is Elan Financial Services',Online,https://creditcardlearnmore.com/11t3/index?ecdma-lc=22292&ecid=OTHE_25940,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS — 0% 12cyc and 17.24-26.24% match prior exactly,https://www.thatsmybank.com/business/business-credit-cards.html | https://creditcardlearnmore.com/11t3/index?ecdma-lc=22292&ecid=OTHE_25940,2026-06-11
106,BAY FEDERAL CREDIT UNION,Credit Union,Capitola,https://www.bayfed.com,1693650,1892475,YES,https://www.bayfed.com/business/visa-credit,NO (none shown),"⭐ Business Visa to $50K; $0 AF; BayREWARDS on all purchases; low variable rate (APR not published); travel/warranty/CDW perks; 2,500-pt signup per prior not re-shown live",SELF,Live page: Bay Federal issues the card directly; no agent named,Contact/branch,tel 831-479-6000 / 888-4BAYFED or branch (no online card app),—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),"LIVE-CONFIRMS (self-issued, $50K, $0 AF, BayREWARDS, contact/branch apply); PRIOR-RICHER on 2,500-pt signup",https://www.bayfed.com/business/visa-credit,2026-06-11
107,COMMONWEALTH BUSINESS BANK,Bank,Los Angeles,https://www.cbb-bank.com,1686692,1990854,YES,https://www.cbb-bank.com/en/business/lending/creditcards,⭐ YES — 0% 6 billing cycles (Business Real Rewards) purchases + BT,"Business Real Rewards: 1.5 pts/$1 uncapped, 0% 6 cycles, $0 AF (live generic Elan terms now show 18.99-27.99% ongoing vs prior 17.24-26.24% — Elan repriced); live CBB biz card page title: 'Empower Your Business with Corporate Credit Cards'",Elan,Live: 'The creditor and issuer of this card is Elan Financial Services' (Elan business product pages tied to CBB page); card benefits hosted at card.myaccountaccess.com,Online,https://creditcardlearnmore.com/11t3/business-real-rewards,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (ongoing APR drifted up vs prior snapshot),https://www.cbb-bank.com/en/business/lending/creditcards; https://card.myaccountaccess.com/credit/visa-business-real-rewards.do,2026-06-11
108,MISSION BANK,Bank,Bakersfield,https://www.missionbank.bank,1684433,1919385,YES,https://www.missionbank.bank/business/business-credit-cards,not visible live (prior: 0% intro length N/M),"Rewards (1pt/$1), Cash Back (1% all purchases), Purchasing Card, large-org Purchasing Card ($1M+ spend); rates/fees in app disclosures",TCM,"Bank page (indexed): cards ""issued by TCM Bank, N.A.""; online app on mycommunitycc.com (TCM rail; live but JS-rendered)",Online,https://www.mycommunitycc.com/sgpXj3gLGuZQ,not visible live (prior: Experian),⭐ not visible live (prior: SBA-eligible only; no tax returns on app),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"PRIOR-RICHER (TCM + 1% cash back + online apply confirmed live; 0% intro and SBA-eligibility detail not visible in this screen; missionbank.bank direct fetch blocked by network policy, verified via indexed pages)",https://www.missionbank.bank/business/business-credit-cards | https://www.mycommunitycc.com/sgpXj3gLGuZQ,2026-06-11
109,BENEFICIAL STATE BANK,Bank,Oakland,https://www.beneficialstatebank.com,1655342,1973803,YES,https://www.beneficialstatebank.com/business-banking/credit-cards,UNCLEAR (terms not published anywhere live),Two business Visa cards; details/fees NOT public — 'connect with a banker'; cards restricted to CA/OR/WA residents,SELF,No third-party issuer tells live; prior: runs on Fiserv SpendTrack platform self-issued; banker-mediated program,Banker/contact (no online app; primary officer or client team),https://www.beneficialstatebank.com/business-banking/credit-cards,Not visible live,Not visible live,"Consumer: Lean-NO — own Personal Deposit Agreement names NO vendor; only generic 'credit report by a credit reporting agency' (VERIFIED-absence, own doc, 11pp) | BUSINESS: Lean-NO — own BUSINESS Deposit Agreement likewise names NO Chex/QualiFile/EWS; same generic credit-verification clause only (VERIFIED-absence, own doc, 9pp) [2026-06-11 (docs fetched)] (https://www.beneficialstatebank.com/uploads/files/Personal-Deposit-Account-Agreement-and-Disclosure.pdf)",Consumer: Lean-NO (0 'Early Warning' hits both docs); no community DPs | BUSINESS: Lean-NO (same) [2026-06-11 (docs fetched)] (https://www.beneficialstatebank.com/uploads/files/Personal-Deposit-Account-Agreement-and-Disclosure.pdf),UNKNOWN,UNKNOWN,LIVE-CONFIRMS-PRIOR (still live program with unpublished terms; bank page 403 to bots — confirmed via search + WalletHub/SuperMoney 2025),https://www.beneficialstatebank.com/business-banking/credit-cards; https://wallethub.com/answers/cc/beneficial-state-bank-credit-card-6969/,2026-06-11
110,MONTERRA CREDIT UNION,Credit Union,Redwood City,https://www.monterra.org,1654172,1920135,YES,https://www.monterra.org/business/credit-cards/business-rewards-visa-credit-card,UNCLEAR (intro APR offer on purchases first 90 days; rate not visible),Business Rewards Visa: no annual fee; variable rate; Monterra Rewards points; intro APR offer first 90 days,SELF,"Card hosted on own domain; apply via Monterra Online Banking ""Apply"" menu or new-member application",Online,https://www.monterra.org/business/credit-cards/business-rewards-visa-credit-card,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.monterra.org/business/credit-cards/business-rewards-visa-credit-card,2026-06-11
111,CALTECH EMPLOYEES FEDERAL CREDIT UNION,Credit Union,La Canada,https://www.caltechefcu.org,1611118,2176332,NO,,—,Only consumer Platinum Mastercard; no business banking listed,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.caltechefcu.org/home/home,2026-06-11
112,NORTHROP GRUMMAN FEDERAL CREDIT UNION,Credit Union,Gardena,https://www.ngfcu.us,1492015,1653498,NO,,—,,—,Consumer-only Visa/MC (low rate/cash rebate/CURewards); no business card on credit cards page,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.ngfcu.us/borrow/credit-cards,2026-06-11
113,COASTHILLS FEDERAL CREDIT UNION,Credit Union,Santa Maria,https://coasthills.coop/,1489558,1765233,YES,https://coasthills.coop/business/borrow/business-visa-credit-card,NO (3.99% intro APR on balance transfers 6 mo),Business Platinum Visa; rewards points; no BT fee; Visa Zero Liability,UNKNOWN,Card page 403-blocked; no servicer evidence found,UNKNOWN,https://coasthills.coop/resources/support/business-contact,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://coasthills.coop/business/borrow/business-visa-credit-card,2026-06-11
114,SAN FRANCISCO FIRE CREDIT UNION,Credit Union,San Francisco,https://sffirecu.org,1454032,1604300,YES,https://sffirecu.org/business/business-platinum-visa/,Not stated,$0 AF; $0 cash advance fee; no BT fee; no foreign transaction fee; APR not shown on page,SELF,Card presented as issued by SF Fire CU on own domain; no Elan/TCM/third-party markers on card page,Call/Branch,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://sffirecu.org/ | https://sffirecu.org/business/business-platinum-visa/,2026-06-11
115,FRONTWAVE CREDIT UNION,Credit Union,Oceanside,https://www.frontwavecu.com,1446543,1764704,NO,,—,"Consumer Visa only (Classic/Platinum/Signature Rewards); business side = vehicle/equipment loans, LOC, CRE - no business card",—,No business card product exists; cards all under Personal nav,No,,—,Not applicable,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"LIVE-CONFIRMS (consumer Visa only; business = loans/LOC; caveat: frontwavecu.com 403 to fetcher, verified via indexed site pages)",https://www.frontwavecu.com/Personal/Borrow/Credit-Cards | https://www.frontwavecu.com/,2026-06-11
116,KEYPOINT CREDIT UNION,Credit Union,San Jose,https://kpcu.com,1403675,1701238,YES,https://kpcu.com/business/lending/business-loans/business-credit-cards,Not stated,"Visa biz card: 15.99%-24.99% variable APR, no annual fee, 1.5% cash back; no 0% intro mentioned",SELF,Own-domain kpcu.com card page and online application; no third-party servicer named,Online,https://kpcu.com/business/lending/business-loans/business-credit-cards,Not stated on page,App asks total annual revenue + Tax ID/EIN (sole props may not need TIN),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://kpcu.com/business/lending/business-loans/business-credit-cards,2026-06-11
117,OPERATING ENGINEERS LOCAL UNION #3 FEDERAL CREDIT UNION,Credit Union,Livermore,https://www.oefederal.org,1402578,1650775,NO,,—,Personal Visa STEEL card line only; no business card found in site search,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://oefederal.org/accounts/cards/visa-credit-cards/,2026-06-11
118,HomeStreet Bank,Out-of-state bank with CA branches (SOD),Walnut Creek,https://www.homestreet.com,1400139,21403986,NO,,NO,Merged with and into Mechanics Bank (CA) effective 2025-09-02; HomeStreet charter gone; Mechanics Bank business cards are Elan-issued (creditcardlearnmore portal),—,"Mechanics Bank card program is Elan white-label (Elan = creditor/issuer; online apps via Elan portal); NOTE prior site mymechanics.com is the OHIO Mechanics Bank, not the CA successor (mechanicsbank.com) [raw: Elan Financial Services (via successor Mechanics Bank)]",No (HomeStreet); successor Mechanics Bank: Online via Elan,,—,—,Pull: Yes — approve-then-CLOSE risk [DOC-LIST; 2025-08-07] (https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-chexsystems/),UNKNOWN,UNKNOWN,UNKNOWN,"LIVE-CONFIRMS merger (completed 2025-09-02, Mechanics Bank survivor) and Elan; minor prior error: PRIOR_site mymechanics.com = Mechanics Bank of Ohio, correct successor site is mechanicsbank.com",https://www.mechanicsbank.com/about-us/who-we-are/news-press/2025-news-articles/mechanics-bank-completes-strategic-merger-with-homestreet-inc/; https://www.homestreet.com/together,2026-06-11
119,US METRO BANK,Bank,Garden Grove,https://www.usmetrobank.com,1362873,1563129,NO,,—,Deposits + business/SBA/construction/warehouse lending + treasury only; no credit card anywhere in nav,—,No card product on site [raw: NONE],—,,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://www.usmetrobank.com,2026-06-11
120,FFB BANK,Bank,Fresno,https://www.ffb.bank,1345950,1571464,YES,https://www.ffb.bank/home/business/loans-credit/credit-cards/,NO (no 0% mentioned),Basic biz card (custom credit lines) + Preferred Points rewards card; Roadside Dispatch + Travel Accident Ins; rewards via www.mypreferredpoints.com (TIB program portal); APR/AF not shown (page 403s direct fetch; verified via snippets),TIB,"Rewards run on mypreferredpoints.com / 866-678-5191 = TIB (The Independent BankersBank) agent card program, matching prior TIB attribution",Online per prior (live page fetch-blocked; contact 559-439-0200),https://www.ffb.bank/home/business/loans-credit/credit-cards/,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (biz cards exist; TIB program via Preferred Points portal); PRIOR-RICHER on bureau/terms,https://www.ffb.bank/home/business/loans-credit/credit-cards/; https://www.ffb.bank/home/business/,2026-06-11
121,SIERRA CENTRAL CREDIT UNION,Credit Union,Yuba City,https://www.sierracentral.com,1339334,1496982,YES,https://www.sierracentral.com/products/business-visa,UNCLEAR (6-month intro rate period; intro rate value not shown - not confirmed 0%),⭐ Business VISA: APR as low as 16.74%-22.99% (prime+9.99% after intro); credit line $5K-$50K; no annual fee,SELF,Card on own domain; applications via own LOS sierracentral.apps.ilendx.tech (iLendX); no Elan/TCM markers,Online,https://sierracentral.apps.ilendx.tech/,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.sierracentral.com/borrow/credit-cards; https://www.sierracentral.com/products/business-visa,2026-06-11
122,VENTURA COUNTY CREDIT UNION,Credit Union,Ventura,https://www.vccuonline.net,1303082,1467597,YES,https://www.vccuonline.net/Business/Business-Accounts,NO — no intro terms published,"Live verbatim: 'Business Credit Cards from Mastercard, allow you to easily buy supplies, entertain clients and handle other everyday operating expenses'; no rates/fees published; NOTE: card mention now lives on Business-Accounts page — Business landing + Commercial-Loans pages no longer mention cards",SELF,Own-branded Mastercard mention on own domain; no Elan/TCM/FNBO branding anywhere on live business pages; agreement still not posted,Branch/phone,https://www.vccuonline.net/Business/Business-Accounts (contact business services specialist via form),—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),LIVE-CONFIRMS (weaker placement than prior implied: single sentence on deposit-accounts page),https://www.vccuonline.net/Business; https://www.vccuonline.net/Business/Business-Accounts; https://www.vccuonline.net/Business/Commercial-Loans,2026-06-11
123,AMERICAN RIVIERA BANK,Bank,Santa Barbara,https://americanriviera.bank,1268061,1422849,YES,https://americanriviera.bank/product/business-credit-cards,not stated on bank page (standard Elan suite behind chooser),Low rate/cash back/flexible rewards Elan options; free employee cards; expense tools,Elan,"Verbatim on bank page: ""The creditor and issuer of these cards is Elan Financial Services""; live redirect creditcard.arb.bank/choose -> myaccountbenefits.com (Elan domain, ecdma-lc=32253)",Online,https://creditcard.arb.bank/choose,not visible live (prior: TransUnion varies),not visible live,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (Elan verbatim; online chooser/apply live via Elan rail; terms N/M matches prior),https://americanriviera.bank/product/business-credit-cards | https://creditcard.arb.bank/choose,2026-06-11
